Id,PredictedPrice
1461,125792.08683901731
1462,146581.8650576669
1463,166319.57881733213
1464,176616.90898339925
1465,240748.31203515187
1466,176919.15544103528
1467,147841.1352872991
1468,170946.1469916656
1469,193399.17810928158
1470,124954.68035475719
1471,201925.08379190412
1472,128025.82690915976
1473,119226.44107074592
1474,160763.37946322307
1475,193399.17810928158
1476,325773.61342217145
1477,262214.1244809367
1478,306890.7780957988
1479,297210.27462089865
1480,349754.0428838249
1481,289418.2000975622
1482,240748.31203515187
1483,150460.78526425044
1484,194928.05330366167
1485,193916.1622607425
1486,204003.1510020242
1487,306773.00179439766
1488,258144.5690545345
1489,200213.79762889125
1490,171127.97826011784
1491,200281.83755814176
1492,115593.72237317571
1493,176221.14106197326
1494,293246.06044868607
1495,296170.288857911
1496,211092.42767187045
1497,200281.83755814176
1498,193536.0236482676
1499,193536.0236482676
1500,133597.13973432907
1501,168456.632398748
1502,193916.1622607425
1503,286266.6702104658
1504,247328.55799717098
1505,200763.82035533394
1506,176723.0594849194
1507,176620.2211003668
1508,184865.0239622586
1509,168892.62841988436
1510,140040.56187997837
1511,140439.81228320417
1512,159526.06063450742
1513,171810.6739832775
1514,156029.37225286686
1515,157462.64724562588
1516,169174.74656199705
1517,144383.13091941082
1518,151017.82527056916
1519,206945.53102097727
1520,139350.0643356023
1521,139491.60536472598
1522,168917.16346671677
1523,120235.56323913649
1524,120931.6721518955
1525,125391.86577178969
1526,129434.35887292199
1527,114364.613799043
1528,126620.60761463018
1529,139145.30402781238
1530,164463.9904928598
1531,142965.97776408747
1532,119270.46238226963
1533,137906.07326576783
1534,126345.03601290983
1535,153585.2125281423
1536,130122.8083147781
1537,111731.18643562621
1538,241841.29807693296
1539,262616.73781938007
1540,143020.60576312998
1541,157525.53507884953
1542,150356.90417074016
1543,224727.39531991244
1544,110683.44774023538
1545,123702.11858836882
1546,126819.29613248238
1547,141492.1344645907
1548,149838.1965582645
1549,114802.80977146393
1550,150534.8593359813
1551,136980.06010913727
1552,147080.41380653263
1553,159766.6358563776
1554,125576.0607394978
1555,161426.4583947822
1556,113380.01661494965
1557,145295.35061624867
1558,123031.52592511775
1559,144015.52168929146
1560,153860.1500427507
1561,150207.8996829229
1562,121668.37882768134
1563,124456.41620675173
1564,143840.13123173712
1565,145635.72194949753
1566,208885.8529511179
1567,112040.8669847289
1568,185275.8857674126
1569,151652.134451372
1570,126716.25247567218
1571,142138.45653223793
1572,137650.4059649124
1573,213857.0519069141
1574,138415.3605546474
1575,205145.62933540143
1576,183777.22707942806
1577,194928.05330366167
1578,162694.90364899568
1579,126972.88832911436
1580,200281.83755814176
1581,134792.36581968766
1582,125254.9793793368
1583,306097.56577718665
1584,231420.4738865304
1585,133690.0383389308
1586,111129.7515693199
1587,118212.50256524821
1588,139890.85576795178
1589,113751.25814430797
1590,141860.95923000024
1591,119320.73934903163
1592,134286.23979138347
1593,126586.38959985248
1594,142421.60618901576
1595,145678.68288402222
1596,230108.16929642585
1597,155181.88995146193
1598,201289.3125352442
1599,243865.7618827272
1600,240748.31203515187
1601,113422.15808088606
1602,123832.84144020472
1603,112467.43053451838
1604,282932.0337203061
1605,267089.9025254603
1606,149090.49166043365
1607,173092.65567690675
1608,197578.15973243088
1609,194928.05330366167
1610,150752.78125862064
1611,139397.8071514327
1612,155159.62216513263
1613,140306.34484353804
1614,126480.76537217612
1615,114672.64605429328
1616,114672.64605429328
1617,117853.81059067675
1618,124113.20789951281
1619,121634.40141009731
1620,151538.13099706487
1621,125330.7467242069
1622,152825.37972212886
1623,279077.4107626754
1624,180247.70747208572
1625,132091.95814862126
1626,165883.5906402388
1627,179591.78499744023
1628,285244.2222497846
1629,199269.94651522257
1630,314939.4033818385
1631,242816.7751359603
1632,256374.0535650818
1633,193916.1622607425
1634,173176.16556658418
1635,177373.94908642437
1636,146810.51770973555
1637,156249.08805247874
1638,224764.9257238876
1639,171084.610112494
1640,243903.89037852286
1641,174391.49173365204
1642,209480.39144392114
1643,248445.2844445394
1644,244411.83645996402
1645,165928.6550179564
1646,146750.57263024128
1647,194928.05330366167
1648,137110.9834717843
1649,138951.95493330533
1650,123234.57035657586
1651,120446.53297750547
1652,128025.82690915976
1653,128025.82690915976
1654,172016.2684587275
1655,194928.05330366167
1656,162226.89265787925
1657,168542.0356706667
1658,164998.98263206866
1659,193399.17810928158
1660,127082.96751173568
1661,346342.5496892764
1662,333677.4564610603
1663,349199.0732755921
1664,343301.99587332236
1665,315870.7022207513
1666,312345.72618397285
1667,319759.3969938077
1668,320297.41984325123
1669,300001.1556313211
1670,329625.77149360755
1671,224323.82769687194
1672,348898.9030600449
1673,294696.56305788434
1674,259754.15391829144
1675,152175.24867905112
1676,151241.00904279004
1677,196205.91812975198
1678,345183.62563596637
1679,332762.6761612713
1680,297549.30122029653
1681,270896.210270583
1682,308847.9777327614
1683,194928.05330366167
1684,193916.1622607425
1685,173717.55348277316
1686,194928.05330366167
1687,193916.1622607425
1688,200281.83755814176
1689,200281.83755814176
1690,194384.07922286144
1691,193916.1622607425
1692,286191.35800451355
1693,193916.1622607425
1694,178634.23157601737
1695,193916.1622607425
1696,246898.776788205
1697,193916.1622607425
1698,312933.9154336922
1699,291985.4347049582
1700,226644.87885464623
1701,269323.744643643
1702,265150.8417953675
1703,262190.7788563748
1704,286792.8208136733
1705,256747.64193472822
1706,339657.5704257309
1707,198607.03299243588
1708,194928.05330366167
1709,280474.41646129603
1710,249670.91269259583
1711,280213.02382729837
1712,265272.4006116875
1713,222990.0984217366
1714,202881.59853499033
1715,200281.83755814176
1716,193019.03949680668
1717,193019.03949680668
1718,140892.58022270762
1719,205593.88159322806
1720,258038.3939082742
1721,193019.03949680668
1722,133256.06133509922
1723,139256.48191439494
1724,205044.89858110886
1725,232023.1825334648
1726,173819.28723143457
1727,149068.92771361463
1728,199269.94651522257
1729,167009.48255416972
1730,169000.616637822
1731,126090.44545956994
1732,124631.79451143669
1733,124836.55481922664
1734,138089.6904876376
1735,126480.76537217612
1736,123692.72799310574
1737,312653.20918682026
1738,204494.40796238414
1739,252366.82269629472
1740,178535.53474084043
1741,149077.97880937
1742,168809.89057839027
1743,193536.0236482676
1744,281244.87026320666
1745,211282.59779315483
1746,277723.41479059437
1747,231602.05011848218
1748,175272.40661945016
1749,143080.60851072238
1750,143748.44807252244
1751,231969.06997984293
1752,124836.55481922664
1753,151225.323040714
1754,224764.9257238876
1755,151091.0934147863
1756,124533.31068360544
1757,123491.61643092269
1758,142043.6566736505
1759,161425.6355683213
1760,139991.91213042755
1761,141432.12770746072
1762,157575.45125076364
1763,169998.44034507422
1764,122281.7062900216
1765,168221.1574985294
1766,169942.0061247109
1767,176751.54801527906
1768,138664.74491737824
1769,193399.17810928158
1770,137204.64128115834
1771,138463.077639263
1772,138189.53267737973
1773,134668.92616387672
1774,151003.40373627227
1775,142280.02585973163
1776,118814.98183838399
1777,116728.65510682164
1778,134469.09422263212
1779,119170.05396266826
1780,198098.69970359624
1781,134539.42775966343
1782,117925.4721012243
1783,118193.02219571806
1784,111129.7515693199
1785,131077.88548200007
1786,152084.6111049629
1787,199269.94651522257
1788,109966.75259453323
1789,114802.80977146393
1790,112874.66237423483
1791,172884.11527396715
1792,147025.90085091483
1793,145366.09456949125
1794,133319.5360253004
1795,143599.54561794663
1796,131463.30526055925
1797,128346.6469121433
1798,135828.93624840744
1799,119459.92506617814
1800,123470.21932836901
1801,139209.2276420412
1802,163469.38960093583
1803,166808.63494521243
1804,127029.7218874285
1805,142790.40498914648
1806,127510.04695789644
1807,169115.02245744714
1808,117440.48965411924
1809,139970.84130288046
1810,148861.50644132798
1811,140781.92934284068
1812,137957.29161342618
1813,119788.4395542094
1814,113748.3069173065
1815,112494.47020119408
1816,114627.43146677896
1817,145513.33893719013
1818,162688.56744521932
1819,127144.08815128994
1820,110750.39145656327
1821,151834.15475141967
1822,163343.8092634032
1823,109966.75259453323
1824,153239.48158897564
1825,145691.23692694606
1826,113660.7686766359
1827,117868.65831954595
1828,144864.22296252605
1829,130540.13654859303
1830,166074.46112026644
1831,213637.31758244417
1832,145577.47172477853
1833,163715.85835364636
1834,154205.31790860087
1835,208861.3996883656
1836,158638.16116836405
1837,114842.42207922199
1838,150197.353234535
1839,111042.7215774412
1840,137492.2868376956
1841,139479.21301200698
1842,112228.80897595691
1843,138951.95493330533
1844,133494.97604760583
1845,147921.4263559085
1846,146352.7163386013
1847,148438.5962904293
1848,109966.75259453323
1849,132516.7918441437
1850,135478.59813601087
1851,161780.43406328175
1852,134487.56726005944
1853,139126.26091635737
1854,193399.17810928158
1855,137154.52138054802
1856,208861.3996883656
1857,151655.37540120113
1858,148607.68682484893
1859,147939.2728841092
1860,140089.54214915112
1861,147939.2728841092
1862,257459.48807450876
1863,257459.48807450876
1864,257459.48807450876
1865,309249.691307476
1866,321623.6123881838
1867,255710.68567474507
1868,306600.294553614
1869,196205.91812975198
1870,263971.96562140546
1871,275326.30968879804
1872,167851.82628032414
1873,207133.5560976601
1874,129434.35887292199
1875,202274.26584991804
1876,177313.42137675203
1877,206316.8761470277
1878,199485.9555292436
1879,126135.2951462562
1880,127029.7218874285
1881,219223.54416026652
1882,268398.06929399265
1883,202204.7999022728
1884,208861.3996883656
1885,269443.33172449685
1886,301539.12798668613
1887,202962.2627143475
1888,274971.8516589264
1889,164268.25219102867
1890,134603.93180211337
1891,132655.62407512427
1892,121512.72398565421
1893,136975.9109619256
1894,146311.92149351042
1895,152398.80524719847
1896,119780.86523308187
1897,120501.93720278499
1898,123629.10270617157
1899,127463.60712329765
1900,192007.14845388746
1901,155711.33172849286
1902,140540.16178836508
1903,241435.41678343102
1904,134867.70587253434
1905,175595.5881574597
1906,150575.5850543867
1907,174190.40243153513
1908,130644.13724063667
1909,133666.34785017403
1910,133003.1701729409
1911,178724.59508370218
1912,242144.0952805882
1913,147834.31314344003
1914,110679.87983262521
1915,283454.9424122959
1916,112494.47020119408
1917,268416.31933134166
1918,132409.83766651488
1919,138534.70465569885
1920,153235.89676270998
1921,348412.69119005697
1922,314770.3076951665
1923,181205.1393124329
1924,200353.64110715146
1925,219019.57058086578
1926,346961.9407010556
1927,136588.40996236197
1928,156992.27403443123
1929,122799.26719845585
1930,129890.86257995319
1931,124072.16865511466
1932,123516.63872775338
1933,158686.87107589544
1934,176675.12194030164
1935,167998.981245408
1936,178459.11157732978
1937,179263.12837072596
1938,149432.32579124442
1939,266343.48595891683
1940,240748.31203515187
1941,176482.4879891122
1942,177336.6825864304
1943,240748.31203515187
1944,306057.309427499
1945,340303.8298016451
1946,166517.25179968253
1947,295555.3589760769
1948,172869.67444134768
1949,213636.35320745994
1950,194928.05330366167
1951,246114.49792384266
1952,213731.70943087141
1953,147611.04013032882
1954,223099.24608426366
1955,122486.6672491496
1956,260843.96233694672
1957,161014.9785270493
1958,301344.96206808573
1959,151262.48696296653
1960,121939.95890056163
1961,121843.7571323663
1962,128689.00458639287
1963,129175.86262150994
1964,123092.5881444591
1965,164260.96556944613
1966,194928.05330366167
1967,287804.2937836281
1968,331494.58336445066
1969,345036.38759218814
1970,349758.1194804994
1971,336778.02231725934
1972,337648.5495064729
1973,269510.45451155695
1974,307796.85762987693
1975,344281.93663596635
1976,274218.7018963925
1977,318660.4105238554
1978,312373.60281586146
