Id,PredictedPrice
1461,116269.56595012563
1462,159745.4399979207
1463,164876.53448659967
1464,186995.12891936523
1465,192403.02143210953
1466,169004.91311355028
1467,181504.55178210477
1468,161367.1780155807
1469,201786.32184066204
1470,112803.02339568263
1471,197901.4570976292
1472,87086.43901911186
1473,85530.79904546781
1474,150531.8802318523
1475,112304.51459843415
1476,316918.7066964895
1477,236910.7010443483
1478,297225.45377462177
1479,274387.6050661815
1480,420044.3538663282
1481,294818.8735396803
1482,210918.41891573474
1483,176288.76028768235
1484,175423.73371291155
1485,207558.75216179574
1486,208036.0705659844
1487,284551.9399675769
1488,244571.86295167502
1489,193939.4050064283
1490,240656.61538884538
1491,211716.5361476366
1492,117249.66194508236
1493,202127.95427255466
1494,276243.073459837
1495,266522.02080771263
1496,247897.32864109153
1497,173761.7824207042
1498,161421.7342659033
1499,165568.69703383325
1500,167224.69097038888
1501,207194.00720217713
1502,165762.34059081797
1503,303817.88360900694
1504,252284.389894131
1505,237176.34979472955
1506,201308.02854092978
1507,237060.26589363092
1508,197977.30780570896
1509,153947.84827211575
1510,144125.70491388522
1511,145046.32154429326
1512,174116.5233570914
1513,146251.71284834982
1514,130911.58556217712
1515,196828.2221408381
1516,146799.56510648754
1517,165743.5896423689
1518,123742.62461800611
1519,225514.66187589575
1520,124602.14822190773
1521,111169.6168138861
1522,185332.75483231386
1523,86462.05525485607
1524,108412.57521361043
1525,96590.02304867865
1526,87718.34822438512
1527,96068.02288574126
1528,136914.0441585093
1529,145350.0287172029
1530,224357.74895431643
1531,132843.67276183813
1532,115851.0356054426
1533,163539.3723873152
1534,113466.29499984812
1535,144948.52425017452
1536,110125.68704412732
1537,46305.28447898914
1538,177678.32227949356
1539,206650.11799768545
1540,115479.78414110898
1541,134257.9654644514
1542,127587.27921386727
1543,207375.67833338975
1544,83474.8986320101
1545,106287.10389067582
1546,133206.23464615346
1547,125488.25830973929
1548,131144.0277271656
1549,129918.08253576804
1550,127945.79492735432
1551,125037.27481851965
1552,150058.80843039928
1553,160282.99625713716
1554,106612.8181997622
1555,151847.84651685407
1556,54654.50669124891
1557,86334.12551318144
1558,99389.90637613361
1559,100422.7205439193
1560,122333.7252890034
1561,128706.25020387053
1562,124499.10700462549
1563,116221.55025718617
1564,177196.38122760842
1565,128329.07259053021
1566,262899.072701951
1567,65172.12081926881
1568,248189.4836761112
1569,95566.153944569
1570,155635.54841584817
1571,111122.5228963535
1572,144556.5083095188
1573,233630.74309840397
1574,123267.04246444185
1575,248916.97558089293
1576,259333.06155276916
1577,186302.12482660747
1578,128654.06986409065
1579,141192.4575811794
1580,199432.65751658555
1581,157669.0249892989
1582,126881.83376450697
1583,293292.7069639634
1584,230365.61899575003
1585,164845.677622778
1586,39315.578413690266
1587,75720.43112834095
1588,165486.77191732777
1589,94919.60704079177
1590,131869.74947484402
1591,90495.02655868675
1592,111691.66098730254
1593,148960.5976604225
1594,127181.62492439157
1595,132253.11270277202
1596,205135.82783632417
1597,160486.7665982545
1598,186183.6553412389
1599,211719.8797323602
1600,192530.83211491792
1601,19506.706395374145
1602,99707.00852896943
1603,64481.32717431162
1604,254315.5739043025
1605,253407.57375525928
1606,157857.92596988374
1607,162637.43679859635
1608,225981.1552926746
1609,194331.0456664029
1610,150153.67155013222
1611,149564.23884830327
1612,173651.30830483988
1613,178580.33874274837
1614,149929.32588165102
1615,96448.3032111529
1616,66680.375552424
1617,74472.41723194299
1618,101360.46807474655
1619,151447.78624032543
1620,158397.17291665665
1621,127563.7427215086
1622,144797.06422275875
1623,262134.44419589493
1624,218299.8845243287
1625,111102.20653478242
1626,178326.33577315765
1627,183879.2340828249
1628,291567.69794772076
1629,173381.9418197358
1630,323703.62335312436
1631,205611.09907359502
1632,232150.29153294023
1633,192908.77969009738
1634,196586.18856752833
1635,188836.7778234724
1636,155231.909857128
1637,173555.48123499093
1638,211073.18197758
1639,186601.61274318828
1640,260787.50703331077
1641,181277.60101330513
1642,246273.3880767015
1643,237986.98126688896
1644,249820.87000796368
1645,228084.62448044418
1646,164344.72348922596
1647,156784.01070504665
1648,124502.09514858347
1649,144661.4239362749
1650,114211.04407805495
1651,108049.21203744953
1652,100734.74566402205
1653,103725.56319149619
1654,146812.03280618077
1655,142813.3895871322
1656,141038.66086023633
1657,145676.32743561862
1658,156721.66515432036
1659,118603.29807716876
1660,162510.7078556586
1661,376499.8630306777
1662,319978.49257917394
1663,338880.7592991321
1664,386817.9623571692
1665,296521.3739907744
1666,291738.44561682094
1667,318634.72137981816
1668,314783.77342449495
1669,282912.77824453305
1670,325117.6218654253
1671,260604.8736889804
1672,364030.8462436609
1673,269168.49439486285
1674,246734.6748416805
1675,198541.48852726765
1676,204804.86937571544
1677,205455.01876911375
1678,407215.56802294916
1679,331166.5491124487
1680,295469.39997611276
1681,261037.7248981839
1682,296993.9212275623
1683,192069.9748494249
1684,187358.3713564647
1685,191325.72387932386
1686,181818.63863370055
1687,191713.16720270197
1688,204875.582552523
1689,209529.814305752
1690,223926.75012830645
1691,213192.5045095582
1692,277529.92905164254
1693,177711.03405770008
1694,182429.02744984167
1695,170354.6448970638
1696,274668.42655497865
1697,172049.46790252242
1698,307753.8800416146
1699,319634.7187253582
1700,250765.29699872748
1701,274955.39783625066
1702,252160.3945587909
1703,260342.64951267216
1704,274851.52076677897
1705,252853.86144762067
1706,367762.38193750806
1707,214019.7409066158
1708,215633.16674090258
1709,266857.6151329511
1710,233252.74220521376
1711,271853.5572806354
1712,264176.33818815945
1713,271992.34593763057
1714,225959.7519151481
1715,212403.96461516613
1716,195805.04206211172
1717,195257.0439281101
1718,148340.10556647927
1719,220724.7228953382
1720,267477.36139323766
1721,181428.23546357296
1722,131664.0742426915
1723,154416.8210665509
1724,217685.24911390513
1725,242587.05910469586
1726,182496.64020310296
1727,158338.174701926
1728,184629.634756429
1729,169858.18703944137
1730,158696.9463173498
1731,123510.7428224762
1732,141297.6388314733
1733,122369.206290145
1734,100660.3437051131
1735,143568.9499432391
1736,101477.08134058857
1737,312399.43233592017
1738,237546.91949491086
1739,258693.85428583203
1740,212321.3000853344
1741,205682.33067724743
1742,178267.88234982354
1743,187181.61459395557
1744,314072.5936195256
1745,226990.25855404668
1746,209349.8578276101
1747,244156.38768261648
1748,221059.2148535124
1749,143147.89388028212
1750,131654.39095160778
1751,255658.3880067772
1752,105659.85149070324
1753,135206.95748860383
1754,179115.20530177822
1755,180144.46575233625
