Id,PredictedPrice
1461,121800.44106002242
1462,142034.70889399847
1463,165830.9192069013
1464,177493.485724144
1465,183430.35786433445
1466,164573.05188048066
1467,168693.54207682205
1468,149179.15176235355
1469,167524.28573604234
1470,135056.78361794533
1471,196740.66853023192
1472,90721.1242720469
1473,95853.58882114585
1474,143403.6853338434
1475,115452.07709901966
1476,341520.13957536756
1477,239845.3071565736
1478,288751.2474380966
1479,258885.85010278973
1480,421720.1663917703
1481,314807.2872045505
1482,191779.39730281857
1483,154350.96825471392
1484,170133.54565432703
1485,179025.59934058218
1486,190041.86789380954
1487,309846.96045946144
1488,221277.3027850652
1489,181976.52880153662
1490,223940.17719832377
1491,174590.36012542993
1492,97169.04609279937
1493,197041.69997018296
1494,294276.135677653
1495,281131.84569271153
1496,257412.22788917445
1497,170027.94412514233
1498,149455.57540024706
1499,154968.73478955025
1500,143320.92876527514
1501,171226.84937063023
1502,159460.1809230682
1503,350955.08492527885
1504,216539.36538860513
1505,221296.03259251767
1506,160245.37978129977
1507,230602.4537949454
1508,209760.21402071204
1509,149989.6119932632
1510,147544.266239754
1511,136621.50129405723
1512,156104.68083603182
1513,111985.76890395045
1514,143733.14057298496
1515,233277.37099819205
1516,144285.37406600907
1517,157359.1512555548
1518,129288.4306374355
1519,226413.58509870604
1520,126239.62013008347
1521,124504.05653158244
1522,184275.25920771228
1523,106665.06209104626
1524,104277.16833181166
1525,124340.46313569852
1526,92001.01224544331
1527,104242.5927332581
1528,129015.55836126977
1529,139015.62100449702
1530,181103.0362654018
1531,118328.98362076827
1532,81676.01325611936
1533,123522.92547773382
1534,105712.35939602797
1535,144309.84574989622
1536,98413.63750035713
1537,96998.83058017003
1538,138140.52025005125
1539,206018.19141193383
1540,57024.969638329494
1541,136005.4038622453
1542,133728.17090345526
1543,188914.7850104049
1544,86560.27693600852
1545,75596.53578622035
1546,116585.53895924952
1547,133014.05091242792
1548,116021.55590299999
1549,106286.16447010274
1550,121116.39792952973
1551,108037.53205798262
1552,137221.68505241987
1553,139674.63856536243
1554,92956.96775472113
1555,163800.7890798773
1556,59280.43383044362
1557,101314.01274875767
1558,82588.30169711438
1559,60812.920267739515
1560,115739.9808933601
1561,151239.77365035977
1562,112447.09762740764
1563,115936.0178475872
1564,151838.34594263817
1565,136866.59481355292
1566,234857.54574991358
1567,77190.85806537642
1568,195628.53254748113
1569,135883.8995316817
1570,132651.3043496645
1571,120489.8045698418
1572,155532.67127620545
1573,272483.68691678374
1574,112051.47303766974
1575,216153.04615015638
1576,234164.09346421034
1577,193447.05783934114
1578,123129.72048286936
